path,size_bytes,extension
AUDIT_PACKAGE/screenshots/system_loaded.png,102203,.png
AUDIT_PACKAGE/screenshots/system_quick_start.png,103710,.png
AUDIT_PACKAGE/screenshots/system_quick_start_cancel_fix.png,103233,.png
AUDIT_PACKAGE/screenshots/trades_filters.png,98732,.png
AUDIT_PACKAGE/screenshots/trades_loaded.png,97897,.png
AUDIT_PACKAGE/screenshots/trades_sorted.png,100967,.png
CLAUDE.md,302,.md
docs/AUDIT_FAILURES_AND_RULES.md,17718,.md
docs/CLAUDE_ZERO_OMISSION_TERMINATION_GRADE_AUDIT_DIRECTIVE.md,13087,.md
docs/FORMAL_REJECTION_MEMO_AUDIT_PACKAGE.md,10534,.md
docs/PROJECT_ARCHITECTURE.md,65867,.md
docs/UPDATED_PROMPT.md,24440,.md
docs/signal-logs-2026-03-09 (1).csv,24132,.csv
docs/signal-logs-2026-03-09.csv,128938,.csv
options-bot/.env.example,1475,.example
options-bot/backend/__init__.py,0,.py
options-bot/backend/app.py,16309,.py
options-bot/backend/database.py,6879,.py
options-bot/backend/db_log_handler.py,3055,.py
options-bot/backend/routes/__init__.py,0,.py
options-bot/backend/routes/models.py,41352,.py
options-bot/backend/routes/profiles.py,17066,.py
options-bot/backend/routes/signals.py,4255,.py
options-bot/backend/routes/system.py,17581,.py
options-bot/backend/routes/trades.py,7363,.py
options-bot/backend/routes/trading.py,24186,.py
options-bot/backend/schemas.py,9270,.py
options-bot/config.py,12053,.py
options-bot/data/__init__.py,0,.py
options-bot/data/alpaca_provider.py,10010,.py
options-bot/data/earnings_calendar.py,4776,.py
options-bot/data/greeks_calculator.py,8816,.py
options-bot/data/options_data_fetcher.py,22467,.py
options-bot/data/provider.py,5000,.py
options-bot/data/theta_provider.py,18107,.py
options-bot/data/validator.py,16927,.py
options-bot/data/vix_provider.py,8231,.py
options-bot/db/.gitkeep,0,<noext>
options-bot/docs/AUDIT_FINDINGS.md,18194,.md
options-bot/docs/DEPLOYMENT.md,6182,.md
options-bot/docs/OPERATIONS.md,3930,.md
options-bot/logs/.gitkeep,0,<noext>
options-bot/main.py,21257,.py
options-bot/ml/__init__.py,0,.py
options-bot/ml/ensemble_predictor.py,35686,.py
options-bot/ml/ev_filter.py,17761,.py
options-bot/ml/feature_engineering/__init__.py,0,.py
options-bot/ml/feature_engineering/base_features.py,26971,.py
options-bot/ml/feature_engineering/general_features.py,3157,.py
options-bot/ml/feature_engineering/scalp_features.py,8512,.py
options-bot/ml/feature_engineering/swing_features.py,3768,.py
options-bot/ml/feedback_queue.py,4102,.py
options-bot/ml/incremental_trainer.py,27985,.py
options-bot/ml/lgbm_predictor.py,3562,.py
options-bot/ml/lgbm_trainer.py,14936,.py
options-bot/ml/liquidity_filter.py,7793,.py
options-bot/ml/predictor.py,1399,.py
options-bot/ml/regime_adjuster.py,2942,.py
options-bot/ml/scalp_predictor.py,8522,.py
options-bot/ml/scalp_trainer.py,35886,.py
options-bot/ml/swing_classifier_predictor.py,6256,.py
options-bot/ml/swing_classifier_trainer.py,35995,.py
options-bot/ml/tft_predictor.py,20143,.py
options-bot/ml/tft_trainer.py,44954,.py
options-bot/ml/trainer.py,31031,.py
options-bot/ml/xgboost_predictor.py,3277,.py
options-bot/models/.gitkeep,0,<noext>
options-bot/models/ac3ff5ea-f8a8-4046-af54-d52efe8ec7f4_scalp_SPY_0e9fd3c0.joblib,3414424,.joblib
options-bot/models/ac3ff5ea-f8a8-4046-af54-d52efe8ec7f4_scalp_SPY_171859fb.joblib,634240,.joblib
options-bot/models/ad48bf20-1913-4f40-b028-0580c9f48168_swing_cls_TSLA_ce4bfaf5.joblib,1033928,.joblib
options-bot/requirements.txt,552,.txt
options-bot/risk/__init__.py,0,.py
options-bot/risk/risk_manager.py,24488,.py
options-bot/scripts/audit_verify.py,13705,.py
options-bot/scripts/backtest.py,10183,.py
options-bot/scripts/diagnose_strategy.py,3263,.py
options-bot/scripts/startup_check.py,12895,.py
options-bot/scripts/test_features.py,8046,.py
options-bot/scripts/test_providers.py,5664,.py
options-bot/scripts/train_model.py,3750,.py
options-bot/scripts/validate_data.py,27796,.py
options-bot/scripts/validate_model.py,9095,.py
options-bot/scripts/walk_forward_backtest.py,11080,.py
options-bot/start_bot.bat,213,.bat
options-bot/strategies/__init__.py,0,.py
options-bot/strategies/base_strategy.py,106773,.py
options-bot/strategies/general_strategy.py,855,.py
options-bot/strategies/scalp_strategy.py,1302,.py
options-bot/strategies/swing_strategy.py,715,.py
options-bot/ui/.gitignore,253,<noext>
options-bot/ui/README.md,2555,.md
options-bot/ui/eslint.config.js,616,.js
options-bot/ui/index.html,592,.html
options-bot/ui/package-lock.json,162069,.json
options-bot/ui/package.json,898,.json
options-bot/ui/postcss.config.js,80,.js
options-bot/ui/src/App.tsx,1805,.tsx
options-bot/ui/src/api/client.ts,5935,.ts
options-bot/ui/src/components/ConnIndicator.tsx,505,.tsx
options-bot/ui/src/components/Layout.tsx,3146,.tsx
options-bot/ui/src/components/PageHeader.tsx,506,.tsx
options-bot/ui/src/components/PnlCell.tsx,443,.tsx
options-bot/ui/src/components/ProfileForm.tsx,15812,.tsx
options-bot/ui/src/components/Spinner.tsx,267,.tsx
options-bot/ui/src/components/StatusBadge.tsx,923,.tsx
options-bot/ui/src/index.css,865,.css
options-bot/ui/src/main.tsx,237,.tsx
options-bot/ui/src/pages/Dashboard.tsx,26918,.tsx
options-bot/ui/src/pages/ProfileDetail.tsx,55517,.tsx
options-bot/ui/src/pages/Profiles.tsx,14550,.tsx
options-bot/ui/src/pages/SignalLogs.tsx,21670,.tsx
options-bot/ui/src/pages/System.tsx,35006,.tsx
options-bot/ui/src/pages/Trades.tsx,20532,.tsx
options-bot/ui/src/types/api.ts,6724,.ts
options-bot/ui/tailwind.config.js,951,.js
options-bot/ui/tsconfig.app.json,732,.json
options-bot/ui/tsconfig.json,119,.json
options-bot/ui/tsconfig.node.json,653,.json
options-bot/ui/vite.config.ts,283,.ts
options-bot/utils/__init__.py,0,.py
options-bot/utils/alerter.py,3596,.py
options-bot/utils/circuit_breaker.py,5142,.py
