file_path,size_bytes,category,file_type,contains_imports,contains_exports,contains_symbols,is_source_code,is_config,is_artifact,is_log,is_documentation,audited,evidence_refs,notes
options-bot/checkpoints/epoch=14-step=705.ckpt,12007790,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 14
options-bot/checkpoints/epoch=14-step=720.ckpt,11883426,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 14 step 720
options-bot/checkpoints/epoch=16-step=816.ckpt,12007662,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 16
options-bot/checkpoints/epoch=17-step=864-v1.ckpt,12628650,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 17 v1
options-bot/checkpoints/epoch=17-step=864.ckpt,12007150,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 17
options-bot/checkpoints/epoch=19-step=960.ckpt,12628778,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 19
options-bot/checkpoints/epoch=20-step=1008-v1.ckpt,12007662,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 20 v1
options-bot/checkpoints/epoch=20-step=1008.ckpt,12007150,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 20
options-bot/checkpoints/epoch=22-step=1104.ckpt,12628778,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 22
options-bot/checkpoints/epoch=24-step=1200.ckpt,12007150,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 24
options-bot/checkpoints/epoch=4-step=5475.ckpt,12007086,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 4
options-bot/checkpoints/epoch=7-step=384.ckpt,11883426,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 7
options-bot/checkpoints/epoch=8-step=432.ckpt,12007662,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 8
options-bot/checkpoints/epoch=9-step=470.ckpt,12007790,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 9 step 470
options-bot/checkpoints/epoch=9-step=480-v1.ckpt,12007726,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 9 v1
options-bot/checkpoints/epoch=9-step=480-v2.ckpt,12007662,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 9 v2
options-bot/checkpoints/epoch=9-step=480.ckpt,12007662,model_checkpoint,ckpt,no,no,no,no,no,yes,no,no,PENDING,,TFT training checkpoint epoch 9
options-bot/config.py,12053,config_or_root,py,yes,no,yes,yes,yes,no,no,no,PENDING,,Central configuration with presets and defaults
options-bot/data/__init__.py,0,data_python,py,no,no,no,yes,no,no,no,no,PENDING,,Data package init (empty)
options-bot/data/alpaca_provider.py,10010,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Alpaca broker data provider
options-bot/data/cache/SPY_options_daily.parquet,179205,cache_data,parquet,no,no,no,no,no,yes,no,no,PENDING,,Cached SPY options daily data
options-bot/data/cache/SPY_options_daily_dte0-0.parquet,182114,cache_data,parquet,no,no,no,no,no,yes,no,no,PENDING,,Cached SPY 0DTE options data
options-bot/data/cache/TSLA_options_daily.parquet,185446,cache_data,parquet,no,no,no,no,no,yes,no,no,PENDING,,Cached TSLA options daily data
options-bot/data/cache/TSLA_options_daily_dte7-45.parquet,185548,cache_data,parquet,no,no,no,no,no,yes,no,no,PENDING,,Cached TSLA swing options data
options-bot/data/earnings_calendar.py,4776,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Earnings calendar data provider
options-bot/data/greeks_calculator.py,8816,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Black-Scholes Greeks calculator
options-bot/data/options_bot.db,0,database,db,no,no,no,no,no,yes,no,no,PENDING,,Empty/stale database file in data dir
options-bot/data/options_data_fetcher.py,22467,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Options chain data fetcher (ThetaData)
options-bot/data/provider.py,5000,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Abstract data provider base class
options-bot/data/theta_provider.py,18107,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,ThetaData provider implementation
options-bot/data/validator.py,16927,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,Data validation and quality checks
options-bot/data/vix_provider.py,8231,data_python,py,yes,yes,yes,yes,no,no,no,no,PENDING,,VIX data provider
options-bot/db/.gitkeep,0,repo_root,gitkeep,no,no,no,no,no,no,no,no,PENDING,,Placeholder to keep db directory in git
options-bot/db/options_bot.db,809410560,database,db,no,no,no,no,no,yes,no,no,PENDING,,Main SQLite database (809MB)
options-bot/docs/AUDIT_FINDINGS.md,18194,documentation,md,no,no,no,no,no,no,no,yes,PENDING,,Prior audit findings document
options-bot/docs/DEPLOYMENT.md,6182,documentation,md,no,no,no,no,no,no,no,yes,PENDING,,Deployment guide
options-bot/docs/OPERATIONS.md,3930,documentation,md,no,no,no,no,no,no,no,yes,PENDING,,Operations runbook
options-bot/logs/.gitkeep,0,repo_root,gitkeep,no,no,no,no,no,no,no,no,PENDING,,Placeholder to keep logs directory in git
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.csv,86,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp indicators CSV
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.html,4850953,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp indicators HTML report
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.parquet,5832,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp indicators parquet
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_settings.json,2447,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp settings snapshot
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_tearsheet.csv,1438,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp tearsheet
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.csv,621,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trade events CSV
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.parquet,11921,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trade events parquet
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.csv,621,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trades CSV
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.parquet,11921,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trades parquet
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.csv,86,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp indicators CSV
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.html,4850953,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp indicators HTML report
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.parquet,5832,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp indicators parquet
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_settings.json,2493,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp settings snapshot
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.csv,10953,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trade events CSV
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.parquet,12871,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trade events parquet
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.csv,10953,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trades CSV
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.parquet,12871,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp trades parquet
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_tearsheet.csv,1500,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp tearsheet
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.csv,86,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators CSV
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.html,4850954,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators HTML report
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.parquet,5832,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators parquet
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_settings.json,2151,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing settings snapshot
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_trade_events.csv,221,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trade events CSV
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_trade_events.parquet,9336,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trade events parquet
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_trades.csv,221,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trades CSV
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_trades.parquet,9336,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trades parquet
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.csv,86,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators CSV
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.html,4850954,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators HTML report
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_indicators.parquet,5832,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators parquet
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_settings.json,2218,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing settings snapshot
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_tearsheet.csv,1510,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing tearsheet
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.csv,3294,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trade events CSV
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trade_events.parquet,12209,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trade events parquet
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.csv,3294,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trades CSV
options-bot/logs/BT_TSLA_swing_2026-02-24_12-51_kSm03I_trades.parquet,12209,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trades parquet
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.csv,86,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators CSV
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.html,4850954,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators HTML report
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_indicators.parquet,5832,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing indicators parquet
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_settings.json,2220,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing settings snapshot
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_tearsheet.csv,1521,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing tearsheet
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.csv,20873,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trade events CSV
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trade_events.parquet,13810,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trade events parquet
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.csv,20873,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trades CSV
options-bot/logs/BT_TSLA_swing_2026-02-24_16-32_xwpGbP_trades.parquet,13810,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing trades parquet
options-bot/logs/backtest_SPY_scalp_20260311_151635.csv,1204,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp results CSV
options-bot/logs/backtest_SPY_scalp_20260311_151635.html,453502,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp results HTML report
options-bot/logs/backtest_SPY_scalp_20260311_151635.parquet,4302,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp results parquet
options-bot/logs/backtest_SPY_scalp_20260311_183811.csv,16042,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp results CSV
options-bot/logs/backtest_SPY_scalp_20260311_183811.html,475370,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp results HTML report
options-bot/logs/backtest_SPY_scalp_20260311_183811.parquet,6066,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest SPY scalp results parquet
options-bot/logs/backtest_TSLA_swing_20260223_182520.csv,49895,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results CSV
options-bot/logs/backtest_TSLA_swing_20260223_182520.html,320,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results HTML (minimal)
options-bot/logs/backtest_TSLA_swing_20260223_182520.parquet,10320,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results parquet
options-bot/logs/backtest_TSLA_swing_20260224_111348.csv,145,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results CSV (small)
options-bot/logs/backtest_TSLA_swing_20260224_111348.parquet,3974,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results parquet
options-bot/logs/backtest_TSLA_swing_20260224_125109.csv,61498,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results CSV
options-bot/logs/backtest_TSLA_swing_20260224_125109.html,503677,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results HTML report
options-bot/logs/backtest_TSLA_swing_20260224_125109.parquet,11393,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results parquet
options-bot/logs/backtest_TSLA_swing_20260224_163211.csv,97567,log_file,csv,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results CSV
options-bot/logs/backtest_TSLA_swing_20260224_163211.html,543819,log_file,html,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results HTML report
options-bot/logs/backtest_TSLA_swing_20260224_163211.parquet,14938,log_file,parquet,no,no,no,no,no,no,yes,no,PENDING,,Backtest TSLA swing results parquet
options-bot/logs/backtest_debug_20260224_100110.log,20019,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log
options-bot/logs/backtest_debug_20260224_105719.log,155,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log (minimal)
options-bot/logs/backtest_debug_20260224_111345.log,27510,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log
options-bot/logs/backtest_debug_20260224_112252.log,65677,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log
options-bot/logs/backtest_debug_20260224_115303.log,155,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log (minimal)
options-bot/logs/backtest_debug_20260224_122407.log,71323,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log
options-bot/logs/backtest_debug_20260224_125059.log,1220668,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log (large)
options-bot/logs/backtest_debug_20260224_151616.log,108596,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log
options-bot/logs/backtest_debug_20260224_160726.log,36663,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log
options-bot/logs/backtest_debug_20260224_163207.log,1570009,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log (large)
options-bot/logs/backtest_debug_20260227_221929.log,155,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log (minimal)
options-bot/logs/backtest_debug_20260311_151602.log,22003,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log
options-bot/logs/backtest_debug_20260311_151628.log,722055,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Backtest debug log (large)
options-bot/logs/circuit_state_ac3ff5ea-f8a8-4046-af54-d52efe8ec7f4.json,247,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Circuit breaker state for scalp profile
options-bot/logs/circuit_state_ad48bf20-1913-4f40-b028-0580c9f48168.json,247,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Circuit breaker state for swing profile
options-bot/logs/circuit_state_backtest.json,219,log_file,json,no,no,no,no,no,no,yes,no,PENDING,,Circuit breaker state for backtest
options-bot/logs/live_20260227_032738.log,12140,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_033257.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260227_033422.log,424996,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_033516.log,116546,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_035744.log,483465,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_084213.log,73923,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_085620.log,230704,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_092728.log,690182,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_094912.log,1443785,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_103847.log,3202604,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260227_142609.log,3098639,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260227_180341.log,281774,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_190128.log,3050562,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260227_221932.log,141528,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260227_222036.log,76940717,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (very large 77MB)
options-bot/logs/live_20260228_094706.log,16674604,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large 17MB)
options-bot/logs/live_20260228_124112.log,3836566,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (large)
options-bot/logs/live_20260228_132645.log,41370926,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (very large 41MB)
options-bot/logs/live_20260301_201228.log,13715,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260301_201720.log,79002064,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (very large 79MB)
options-bot/logs/live_20260302_111748.log,80290,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260302_121321.log,477995,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260302_125345.log,2176965,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260302_221819.log,4428,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260302_221852.log,4604,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log
options-bot/logs/live_20260303_091951.log,916,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (small)
options-bot/logs/live_20260303_093042.log,915,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (small)
options-bot/logs/live_20260303_115416.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_115458.log,634,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (small)
options-bot/logs/live_20260303_121738.log,916,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (small)
options-bot/logs/live_20260303_131621.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_131702.log,634,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (small)
options-bot/logs/live_20260303_135646.log,915,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (small)
options-bot/logs/live_20260303_153033.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_171702.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_171711.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_171721.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_183026.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
options-bot/logs/live_20260303_184414.log,135,log_file,log,no,no,no,no,no,no,yes,no,PENDING,,Live trading log (minimal)
