manifest_file_path,normalized_path,audit_section,audit_heading,audited,reason,evidence_refs,verdict
options-bot/backend/__pycache__/schemas.cpython-313.pyc,options-bot/backend/__pycache__/schemas.cpython-313.pyc,Other,options-bot/backend/__pycache__/schemas.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/app.py,options-bot/backend/app.py,Python,options-bot/backend/app.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/database.py,options-bot/backend/database.py,Python,options-bot/backend/database.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/db_log_handler.py,options-bot/backend/db_log_handler.py,Python,options-bot/backend/db_log_handler.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/routes/__init__.py,options-bot/backend/routes/__init__.py,Python,options-bot/backend/routes/__init__.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/routes/__pycache__/__init__.cpython-313.pyc,options-bot/backend/routes/__pycache__/__init__.cpython-313.pyc,Other,options-bot/backend/routes/__pycache__/__init__.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/routes/__pycache__/models.cpython-313.pyc,options-bot/backend/routes/__pycache__/models.cpython-313.pyc,Other,options-bot/backend/routes/__pycache__/models.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/routes/__pycache__/profiles.cpython-313.pyc,options-bot/backend/routes/__pycache__/profiles.cpython-313.pyc,Other,options-bot/backend/routes/__pycache__/profiles.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/routes/__pycache__/signals.cpython-313.pyc,options-bot/backend/routes/__pycache__/signals.cpython-313.pyc,Other,options-bot/backend/routes/__pycache__/signals.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/routes/__pycache__/system.cpython-313.pyc,options-bot/backend/routes/__pycache__/system.cpython-313.pyc,Other,options-bot/backend/routes/__pycache__/system.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/routes/__pycache__/trades.cpython-313.pyc,options-bot/backend/routes/__pycache__/trades.cpython-313.pyc,Other,options-bot/backend/routes/__pycache__/trades.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/routes/__pycache__/trading.cpython-313.pyc,options-bot/backend/routes/__pycache__/trading.cpython-313.pyc,Other,options-bot/backend/routes/__pycache__/trading.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/backend/routes/models.py,options-bot/backend/routes/models.py,Python,options-bot/backend/routes/models.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/routes/profiles.py,options-bot/backend/routes/profiles.py,Python,options-bot/backend/routes/profiles.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/routes/signals.py,options-bot/backend/routes/signals.py,Python,options-bot/backend/routes/signals.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/routes/system.py,options-bot/backend/routes/system.py,Python,options-bot/backend/routes/system.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/routes/trades.py,options-bot/backend/routes/trades.py,Python,options-bot/backend/routes/trades.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/routes/trading.py,options-bot/backend/routes/trading.py,Python,options-bot/backend/routes/trading.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/backend/schemas.py,options-bot/backend/schemas.py,Python,options-bot/backend/schemas.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/checkpoints/epoch=0-step=48.ckpt,options-bot/checkpoints/epoch=0-step=48.ckpt,Other,options-bot/checkpoints/epoch=0-step=48.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=1-step=96.ckpt,options-bot/checkpoints/epoch=1-step=96.ckpt,Other,options-bot/checkpoints/epoch=1-step=96.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=10-step=517.ckpt,options-bot/checkpoints/epoch=10-step=517.ckpt,Other,options-bot/checkpoints/epoch=10-step=517.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=10-step=528.ckpt,options-bot/checkpoints/epoch=10-step=528.ckpt,Other,options-bot/checkpoints/epoch=10-step=528.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=12-step=611.ckpt,options-bot/checkpoints/epoch=12-step=611.ckpt,Other,options-bot/checkpoints/epoch=12-step=611.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=13-step=658.ckpt,options-bot/checkpoints/epoch=13-step=658.ckpt,Other,options-bot/checkpoints/epoch=13-step=658.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=13-step=672.ckpt,options-bot/checkpoints/epoch=13-step=672.ckpt,Other,options-bot/checkpoints/epoch=13-step=672.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=14-step=705-v1.ckpt,options-bot/checkpoints/epoch=14-step=705-v1.ckpt,Other,options-bot/checkpoints/epoch=14-step=705-v1.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=14-step=705.ckpt,options-bot/checkpoints/epoch=14-step=705.ckpt,Other,options-bot/checkpoints/epoch=14-step=705.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=14-step=720.ckpt,options-bot/checkpoints/epoch=14-step=720.ckpt,Other,options-bot/checkpoints/epoch=14-step=720.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=16-step=816.ckpt,options-bot/checkpoints/epoch=16-step=816.ckpt,Other,options-bot/checkpoints/epoch=16-step=816.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=17-step=864-v1.ckpt,options-bot/checkpoints/epoch=17-step=864-v1.ckpt,Other,options-bot/checkpoints/epoch=17-step=864-v1.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=17-step=864.ckpt,options-bot/checkpoints/epoch=17-step=864.ckpt,Other,options-bot/checkpoints/epoch=17-step=864.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=19-step=960.ckpt,options-bot/checkpoints/epoch=19-step=960.ckpt,Other,options-bot/checkpoints/epoch=19-step=960.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=20-step=1008-v1.ckpt,options-bot/checkpoints/epoch=20-step=1008-v1.ckpt,Other,options-bot/checkpoints/epoch=20-step=1008-v1.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=20-step=1008.ckpt,options-bot/checkpoints/epoch=20-step=1008.ckpt,Other,options-bot/checkpoints/epoch=20-step=1008.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=22-step=1104.ckpt,options-bot/checkpoints/epoch=22-step=1104.ckpt,Other,options-bot/checkpoints/epoch=22-step=1104.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=24-step=1200.ckpt,options-bot/checkpoints/epoch=24-step=1200.ckpt,Other,options-bot/checkpoints/epoch=24-step=1200.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=4-step=5475.ckpt,options-bot/checkpoints/epoch=4-step=5475.ckpt,Other,options-bot/checkpoints/epoch=4-step=5475.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=7-step=384.ckpt,options-bot/checkpoints/epoch=7-step=384.ckpt,Other,options-bot/checkpoints/epoch=7-step=384.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=8-step=432.ckpt,options-bot/checkpoints/epoch=8-step=432.ckpt,Other,options-bot/checkpoints/epoch=8-step=432.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=9-step=470.ckpt,options-bot/checkpoints/epoch=9-step=470.ckpt,Other,options-bot/checkpoints/epoch=9-step=470.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=9-step=480-v1.ckpt,options-bot/checkpoints/epoch=9-step=480-v1.ckpt,Other,options-bot/checkpoints/epoch=9-step=480-v1.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=9-step=480-v2.ckpt,options-bot/checkpoints/epoch=9-step=480-v2.ckpt,Other,options-bot/checkpoints/epoch=9-step=480-v2.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/checkpoints/epoch=9-step=480.ckpt,options-bot/checkpoints/epoch=9-step=480.ckpt,Other,options-bot/checkpoints/epoch=9-step=480.ckpt,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/config.py,options-bot/config.py,Python,options-bot/config.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/__init__.py,options-bot/data/__init__.py,Python,options-bot/data/__init__.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/__pycache__/__init__.cpython-313.pyc,options-bot/data/__pycache__/__init__.cpython-313.pyc,Other,options-bot/data/__pycache__/__init__.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/alpaca_provider.cpython-313.pyc,options-bot/data/__pycache__/alpaca_provider.cpython-313.pyc,Other,options-bot/data/__pycache__/alpaca_provider.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/earnings_calendar.cpython-313.pyc,options-bot/data/__pycache__/earnings_calendar.cpython-313.pyc,Other,options-bot/data/__pycache__/earnings_calendar.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/greeks_calculator.cpython-313.pyc,options-bot/data/__pycache__/greeks_calculator.cpython-313.pyc,Other,options-bot/data/__pycache__/greeks_calculator.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/options_data_fetcher.cpython-313.pyc,options-bot/data/__pycache__/options_data_fetcher.cpython-313.pyc,Other,options-bot/data/__pycache__/options_data_fetcher.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/provider.cpython-313.pyc,options-bot/data/__pycache__/provider.cpython-313.pyc,Other,options-bot/data/__pycache__/provider.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/theta_provider.cpython-313.pyc,options-bot/data/__pycache__/theta_provider.cpython-313.pyc,Other,options-bot/data/__pycache__/theta_provider.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/validator.cpython-313.pyc,options-bot/data/__pycache__/validator.cpython-313.pyc,Other,options-bot/data/__pycache__/validator.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/__pycache__/vix_provider.cpython-313.pyc,options-bot/data/__pycache__/vix_provider.cpython-313.pyc,Other,options-bot/data/__pycache__/vix_provider.cpython-313.pyc,YES,__pycache__ bytecode — added to audit as build artifact,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/alpaca_provider.py,options-bot/data/alpaca_provider.py,Python,options-bot/data/alpaca_provider.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/cache/SPY_options_daily.parquet,options-bot/data/cache/SPY_options_daily.parquet,Other,options-bot/data/cache/SPY_options_daily.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/cache/SPY_options_daily_dte0-0.parquet,options-bot/data/cache/SPY_options_daily_dte0-0.parquet,Other,options-bot/data/cache/SPY_options_daily_dte0-0.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/cache/TSLA_options_daily.parquet,options-bot/data/cache/TSLA_options_daily.parquet,Other,options-bot/data/cache/TSLA_options_daily.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/cache/TSLA_options_daily_dte7-45.parquet,options-bot/data/cache/TSLA_options_daily_dte7-45.parquet,Other,options-bot/data/cache/TSLA_options_daily_dte7-45.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/earnings_calendar.py,options-bot/data/earnings_calendar.py,Python,options-bot/data/earnings_calendar.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/greeks_calculator.py,options-bot/data/greeks_calculator.py,Python,options-bot/data/greeks_calculator.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/options_bot.db,options-bot/data/options_bot.db,Other,options-bot/data/options_bot.db,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/data/options_data_fetcher.py,options-bot/data/options_data_fetcher.py,Python,options-bot/data/options_data_fetcher.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/provider.py,options-bot/data/provider.py,Python,options-bot/data/provider.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/theta_provider.py,options-bot/data/theta_provider.py,Python,options-bot/data/theta_provider.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/validator.py,options-bot/data/validator.py,Python,options-bot/data/validator.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/data/vix_provider.py,options-bot/data/vix_provider.py,Python,options-bot/data/vix_provider.py,YES,,03_FILE_BY_FILE_AUDIT.md#Python,PASS
options-bot/db/.gitkeep,options-bot/db/.gitkeep,Other,options-bot/db/.gitkeep,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/db/options_bot.db,options-bot/db/options_bot.db,Other,options-bot/db/options_bot.db,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/docs/AUDIT_FINDINGS.md,options-bot/docs/AUDIT_FINDINGS.md,Other,options-bot/docs/AUDIT_FINDINGS.md,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/docs/DEPLOYMENT.md,options-bot/docs/DEPLOYMENT.md,Other,options-bot/docs/DEPLOYMENT.md,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/docs/OPERATIONS.md,options-bot/docs/OPERATIONS.md,Other,options-bot/docs/OPERATIONS.md,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/.gitkeep,options-bot/logs/.gitkeep,Other,options-bot/logs/.gitkeep,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.html,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.html,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.html,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.parquet,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.parquet,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_indicators.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_settings.json,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_settings.json,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_settings.json,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_tearsheet.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_tearsheet.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_tearsheet.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.parquet,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.parquet,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trade_events.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.parquet,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.parquet,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_15-16_p5Rvy9_trades.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.html,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.html,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.html,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.parquet,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.parquet,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_indicators.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_settings.json,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_settings.json,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_settings.json,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_tearsheet.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_tearsheet.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_tearsheet.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.parquet,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.parquet,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trade_events.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.csv,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.csv,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.parquet,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.parquet,Other,options-bot/logs/BT_SPY_scalp_2026-03-11_18-38_rO6kJI_trades.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.csv,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.csv,Other,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.csv,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.html,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.html,Other,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.html,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.parquet,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.parquet,Other,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_indicators.parquet,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_settings.json,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_settings.json,Other,options-bot/logs/BT_TSLA_swing_2026-02-23_18-25_vebC5d_settings.json,YES,,03_FILE_BY_FILE_AUDIT.md#Other,PASS
